"","Model","n.wai.missing","n.wbc.missing","Strong1","Strong2","Strong3","Strong4","Strong5"
"1016","LASSO",5,0,6.64456995016056,4.74150472388633,5.00451031035714,4.72626064562378,4.38830679951938
"1017","Stepwise",5,0,6.79748765953073,4.97934237887235,4.91592367819411,4.90748206497628,5.03565517964638
"1018","LASSO",5,0,6.29985823022954,4.82295353369159,4.76093159802057,4.18598240639756,4.67755713005221
"1019","Stepwise",5,0,6.23877118047848,4.77234384516424,5.04814928975221,5.2318793263508,4.73091409487275
"1020","LASSO",5,0,6.47968349188808,4.60731699277974,4.751226285262,4.94984552341205,4.53201401290509
"1021","Stepwise",5,0,6.31462214995585,4.77473295858069,5.23434701818072,4.76486791184484,4.70398530487713
"1022","LASSO",5,0,6.44221918608658,4.63096287305168,4.88476560364852,4.50810809765693,4.54679469983792
"1023","Stepwise",5,0,6.82059683905536,5.04917957020955,4.93077353452064,4.97207887724039,4.55219784247887
"1024","LASSO",5,0,6.21146844090253,4.78565783835904,4.44695719032405,4.54817119473725,4.06435668816983
"1025","Stepwise",5,0,6.34923243527544,4.85593420232059,4.88570593344905,5.21019520638141,5.50889932485125
"1026","LASSO",5,0,6.31437447576702,4.553222038321,4.72166162518925,4.91739220520358,5.27467355462481
"1027","Stepwise",5,0,6.43467936679801,5.08863964830384,5.4115836419579,4.9029702818171,4.99173875921659
"1028","LASSO",5,0,6.41579421006293,4.83468384386452,5.25666869673303,4.68089849561773,4.58258002249537
"1029","Stepwise",5,0,6.63143887635249,4.76924785264123,4.89240700370063,5.38472564236981,5.13341957060697
"1030","LASSO",5,0,6.7703083509476,4.48777813010292,4.54359354769777,4.91082812454522,4.74065220049404
"1031","Stepwise",5,0,6.05594118524141,5.12198805084006,5.1688137099157,4.80858752176978,4.89793520928389
"1032","LASSO",5,0,6.14043996269657,4.80565300462185,4.81932507793203,4.55436735417064,4.65008181855221
"1033","Stepwise",5,0,6.96677145069942,4.75002411640855,4.59241278019949,4.73462515113806,5.08496578527334
"1034","LASSO",5,0,6.85597100860343,4.63483310800375,4.3682095974852,4.45375585905613,4.65302702858918
"1035","Stepwise",5,0,6.5023010333302,4.98208472507812,4.95269432980847,5.554302844727,4.65548319288452
"1036","LASSO",5,0,6.2075949015374,4.64604253311974,4.74137356499533,5.13089335060243,4.53103934501435
"1037","Stepwise",5,0,6.79615557158511,5.05265075955015,5.02889654381776,5.04024409013719,5.15843623238155
"1038","LASSO",5,0,6.56289726536408,4.65767699007813,4.67297668094196,4.48338166190247,4.85009623621104
"1039","Stepwise",5,0,6.29479091404231,5.08798570481553,5.09758946036239,4.84047999032018,5.08910334538973
"1040","LASSO",5,0,6.25193069195221,4.74276379694997,4.85256227269831,4.75048071013185,5.01309670980201
"1041","Stepwise",5,0,6.99296890894141,4.83642471831972,5.05118033949593,5.06737350211235,5.16228852819957
"1042","LASSO",5,0,6.41378128745969,4.49529641056711,4.66723934492065,4.81546401545476,4.73847179861983
"1043","Stepwise",5,0,5.28133762437453,4.61713926284224,5.31567381587619,4.75875026653434,5.02115566045802
"1044","LASSO",5,0,6.08153908922289,4.48236475205993,4.83224335830694,4.32196005680178,4.59265238885916
"1045","Stepwise",5,0,6.60820618671127,4.86128639513617,4.96289626457457,4.90686311157815,4.90506700280861
"1046","LASSO",5,0,6.5832850921548,4.71320133206213,4.79519927316176,4.6850136131238,4.80862558707252
"1047","Stepwise",5,0,6.32416217636482,4.64624438592527,4.8566316995175,5.31904813717519,5.05990015087215
"1048","LASSO",5,0,6.25099826823979,4.33187195083171,4.48888219998734,4.90632877336954,4.63235733651799
"1049","Stepwise",5,0,6.60166669338225,5.16674389252256,4.97980506208804,5.10998669996957,4.85245881506947
"1050","LASSO",5,0,6.42923244160948,4.93656074936897,4.67464945105583,4.75358002068921,4.60955618041266
"1051","Stepwise",5,0,6.89050536495195,5.28854500029669,5.3868225886198,5.07113412257553,5.0022755931973
"1052","LASSO",5,0,6.52090389397576,4.8526043573808,5.02162040654827,4.68088696713166,4.56320412485856
"1053","Stepwise",5,0,6.55991930790102,4.69251917227939,4.51112819767105,5.05488314077287,5.26160002023769
"1054","LASSO",5,0,6.23839479839058,4.30581131470079,4.20055323067906,4.84459176648088,4.94100190226956
"1055","Stepwise",5,0,6.76389992324956,5.01770694456692,4.64113754059689,4.98673101191447,5.36267807773961
"1056","LASSO",5,0,6.50725365964042,4.9367864813783,4.3030506476884,4.67852496949247,5.03466880138448
"1057","Stepwise",5,0,6.71371056023104,5.1037773031538,4.95481019349103,5.41463906166371,4.5410141925994
"1058","LASSO",5,0,6.24908062035577,4.97839377166551,4.8992733421154,5.08425588176609,4.37758667943349
"1059","Stepwise",5,0,7.01028303933315,4.62815590406908,5.13625483243432,5.06176980909527,5.03384073466689
"1060","LASSO",5,0,6.67234199145782,4.5003120373707,4.93854780873361,5.02507674244061,4.83539501646232
"1061","Stepwise",5,0,6.85469533973087,5.18611342409934,4.82057389459504,4.83682826501821,5.11127741751286
"1062","LASSO",5,0,6.80443311664487,4.83590276982732,4.56962026699353,4.41362969808577,4.7942824472298
"1063","Stepwise",5,0,5.89204780781295,4.798837468007,4.95879012016551,4.85778805805078,4.71757147482578
"1064","LASSO",5,0,6.55982110159628,4.67659833780847,4.57053475075463,4.82255146787973,4.72684826803284
"1065","Stepwise",5,0,6.72022742990125,4.7804444036194,4.74096835975737,4.5701248275747,4.62575656005894
"1066","LASSO",5,0,6.39829373467513,4.44283732226228,4.51531623618652,4.26214521488707,4.08615113827362
"1067","Stepwise",5,0,6.43271067293702,5.30535764959707,4.79481773252927,4.78883249940413,4.56061281568711
"1068","LASSO",5,0,6.34157574730528,4.92806075970283,4.40013110384616,4.59547197197199,4.31102695568197
"1069","Stepwise",5,0,6.61611537538427,5.34499655050383,4.96362731674457,5.16702186121595,5.08547533138859
"1070","LASSO",5,0,6.54454781758319,5.00633972222559,4.65842899646008,4.82022092772458,4.82461186762316
"1071","Stepwise",5,0,6.42093240993323,5.48331340673239,5.083877089371,5.03837656964397,4.72218561452019
"1072","LASSO",5,0,6.29889964072941,5.14380297204882,4.68641097853615,4.6672372916549,4.32847522255649
"1073","Stepwise",5,0,6.44861739177449,4.48412727542992,5.1248421702882,5.59348192859066,5.24081545310925
"1074","LASSO",5,0,6.17555621692591,4.51370881363484,4.94411624943121,5.13241941743279,4.94574089720451
"1075","Stepwise",5,0,6.53412688438802,5.08792581271036,5.35506279599422,5.01110033936511,4.95395623605788
"1076","LASSO",5,0,6.42875980606333,4.78597414100588,4.65377992096561,4.604057803071,4.54056539748446
"1077","Stepwise",5,0,7.00334079483848,4.94386085252716,5.24042197586537,5.20101039877655,4.90022257977371
"1078","LASSO",5,0,6.52729548285763,4.66172542125112,4.88593061508428,4.80480900984465,4.76329892806379
"1079","Stepwise",5,0,7.150802891187,4.90653254156044,5.244465409,4.74344561847915,5.2363623113349
"1080","LASSO",5,0,6.26348963432503,4.35852912959111,4.81685452630231,4.05242836128086,4.63100111653041
"1081","Stepwise",5,0,6.5452893719663,5.30614224392633,5.09743198915616,4.95810828728123,5.24618094926584
"1082","LASSO",5,0,6.32118602375876,4.92788107756709,4.92620382834888,4.67128877130532,4.8555933409815
"1083","Stepwise",5,0,6.49822346195447,5.26617902006548,4.90269212990635,5.04578349305172,5.02618118949601
"1084","LASSO",5,0,6.1576343630069,4.91207219036401,4.48737972726709,4.6553409155186,4.71787908357927
"1085","Stepwise",5,0,6.5193227874766,5.14007301089781,4.83843562846507,4.78835735290479,4.85786811256081
"1086","LASSO",5,0,6.19242913106087,4.79521729058033,4.59432113815703,4.40431162375776,4.55170436127425
"1087","Stepwise",5,0,6.07322621202156,4.63136595409917,4.75025836319936,4.71306094861493,4.89066171971362
"1088","LASSO",5,0,6.17422788309421,4.51123590148121,4.4469741273394,4.50444400183381,4.56492103657326
"1089","Stepwise",5,0,6.71705942259527,4.89161180461631,4.93557867948959,4.96520222769625,4.9061960697242
"1090","LASSO",5,0,6.44902428921391,4.47977974272819,4.86841315791237,4.64606969342795,4.77021573422533
"1091","Stepwise",5,0,6.49728958748742,5.02045706909153,5.14801044496993,5.13088960292325,5.37153370297606
"1092","LASSO",5,0,6.26943847607225,4.82908411410583,4.754371778215,4.84536360811733,5.05899663054988
"1093","Stepwise",5,0,6.89561550041801,4.96665250683268,5.15402562446146,5.04229922197434,5.09755416874985
"1094","LASSO",5,0,6.73481767271994,4.67972755134993,4.80430754865749,4.77595889750163,4.66548190460773
"1095","Stepwise",5,0,6.50814043374984,5.04791597468441,5.01648405795352,5.02023341002541,4.96365200373895
"1096","LASSO",5,0,6.16829969764048,4.72721295690957,4.75854083191354,4.74513977167685,4.58490712383875
"1097","Stepwise",5,0,7.0311956211804,5.02547409388727,5.27407006565334,5.47043713823512,5.06770780313119
"1098","LASSO",5,0,6.61621417590857,4.67481576849316,4.99447555664094,5.36909447073874,4.80853791883905
"1099","Stepwise",5,0,7.12804348139396,4.71435304128388,5.13232732425075,5.12727978888142,4.58943311017529
"1100","LASSO",5,0,6.84223052383923,4.54336449345753,4.94963460833573,4.7923918918541,4.41662662463259
"1101","Stepwise",5,0,6.54641603454509,4.89320247230435,5.17674567008467,4.91216970544572,5.13835627270517
"1102","LASSO",5,0,6.34622811508436,4.67593311733162,4.55673706843605,4.68214811366505,4.67796937339943
"1103","Stepwise",5,0,5.78995491607805,5.24834916672534,5.0695179401606,4.91942005052524,4.81245029845506
"1104","LASSO",5,0,6.18584170974558,5.04498001750587,4.78953161887351,4.77755382031397,4.57982780357539
"1105","Stepwise",5,0,6.61006693424061,4.88259187777276,4.8023527790216,4.93950778546255,5.0341889579434
"1106","LASSO",5,0,6.61720001983273,4.67208523257271,4.50731187380869,4.73205567368805,4.73338177972539
"1107","Stepwise",5,0,6.93665166131466,4.88668988812452,4.84102024526108,5.13366829583487,4.9716724025303
"1108","LASSO",5,0,6.6399382695611,4.68117406623865,4.67905682529955,4.82322495112579,4.9440671646358
"1109","Stepwise",5,0,6.40114654551514,5.06262728785191,5.38171822584632,5.08165777584449,5.22864858808796
"1110","LASSO",5,0,6.01112489502,4.44209939120308,5.03816594304054,4.80211532152713,4.9034396280264
"1111","Stepwise",5,0,6.8423455265236,5.01004352144022,4.84180067544701,5.17223355130195,5.03839830671431
"1112","LASSO",5,0,6.43926486608238,4.69360354216359,4.58356232930891,4.89426114810739,4.86811052000448
"1113","Stepwise",5,0,5.89605304022556,4.90866249115117,5.0074689188949,4.99394735213013,5.56980047056067
"1114","LASSO",5,0,5.48222310024399,4.16428528352288,4.82368827871693,4.48884365972971,4.59315535294998
"1115","Stepwise",5,0,6.03951882063912,4.93995455366772,5.23038524139792,5.00050605988363,4.74475952397537
"1116","LASSO",5,0,6.22605639154981,4.61886389283354,4.9007062042386,4.88921991672206,4.50631732203961
"1117","Stepwise",5,0,6.57338610112025,5.0303383447304,4.90342739932548,5.00511181979741,4.8980315221525
"1118","LASSO",5,0,6.34109602616539,4.6888217819301,4.64692256135409,4.60379840306012,4.3985498204339
"1119","Stepwise",5,0,6.47034652882819,4.55007373911621,5.38896212523518,5.04739122749296,5.07068718449956
"1120","LASSO",5,0,6.36482526881051,4.47990228491055,5.1814554830763,4.84570345527888,4.85573126857753
"1121","Stepwise",5,0,5.95971118495492,4.99907411119489,5.28575565774093,4.94483325871182,5.11678342133363
"1122","LASSO",5,0,6.49937400588974,4.69554046391526,4.85930783980923,4.5822998667131,4.97121122599479
"1123","Stepwise",5,0,6.58438696027535,5.09693782540974,4.90291986689312,4.67734795486047,5.30228597469049
"1124","LASSO",5,0,6.37138062033687,4.62795256928408,4.64295615981222,4.1211510571877,4.86447280436854
"1125","Stepwise",5,0,6.83841036403113,4.80865928434876,5.1899341955864,5.01069192317157,4.97058510279967
"1126","LASSO",5,0,6.46378811294447,4.71762506145186,4.79627766748714,4.81860469896675,4.41622878513814
"1127","Stepwise",5,0,6.20047849638598,5.14868637153012,4.9463781393073,5.06553737095521,4.69379493359455
"1128","LASSO",5,0,6.16559134174764,4.93524081422482,4.61916832087526,4.6510546300333,4.25188484837952
"1129","Stepwise",5,0,6.52387674346006,5.07751422105666,5.13825770041334,5.07724635896919,4.84643429972364
"1130","LASSO",5,0,6.3965624677059,4.70613743172022,4.67544256960294,4.68436065084714,4.73814285923384
"1131","Stepwise",5,0,7.43983513342347,4.74379124367981,5.45906894258842,5.08577099782864,4.85886215590469
"1132","LASSO",5,0,6.8108322121834,4.54400116581426,4.72567596491792,4.80721511323198,4.54032409147091
"1133","Stepwise",5,0,4.92201848236326,5.28874698363066,5.24556606170055,4.93318030460574,4.97434702789915
"1134","LASSO",5,0,6.19959098486636,5.0444652847383,5.1971710426925,4.79489782201235,4.61424210846569
"1135","Stepwise",5,0,6.90154361207957,5.14571383536427,5.05259161081644,5.06564959016813,4.87591387585486
"1136","LASSO",5,0,6.33730374555996,4.79676922805355,4.82387045903309,4.83523518744582,4.47042273087835
"1137","Stepwise",5,0,6.27970077225821,5.6201847807075,4.70133303356387,4.98633563588973,4.73143515695775
"1138","LASSO",5,0,6.30938054078019,5.10374682279441,4.75784381207132,4.77180851054161,4.35056752740597
"1139","Stepwise",5,0,6.33042177527503,4.91879715453836,5.25340034108397,5.17502813813753,4.90425227261958
"1140","LASSO",5,0,6.08939002700729,4.7028269855102,4.89069993143109,4.94627108506045,4.73258804137194
"1141","Stepwise",5,0,7.01034230705397,4.87905131301115,4.75466676780107,5.03227320766245,4.14062673595028
"1142","LASSO",5,0,6.7132672602888,4.45806305652583,4.51571500275961,4.68759312329109,3.72740382178306
"1143","Stepwise",5,0,6.15542366605756,5.07168387301731,4.78976665309269,4.68723666018354,4.49390948980718
"1144","LASSO",5,0,6.36658299546754,4.8121753685629,4.57106852544875,4.47825098763277,4.25278053109981
"1145","Stepwise",5,0,6.85896635813031,5.06020713987348,4.87379173219379,4.76369646056349,4.9371360313957
"1146","LASSO",5,0,6.47035764022619,4.72847776457735,4.80234540807215,4.29356340178187,4.72237635435516
"1147","Stepwise",5,0,6.43813101955192,4.94001577310121,5.15444132783383,4.80889025723441,5.12173488680878
"1148","LASSO",5,0,6.44053968506735,4.78265944511077,4.76172087524366,4.57715798453735,4.95214551858234
"1149","Stepwise",5,0,7.32435201574293,5.2638477706784,5.11382586848749,5.27638820583843,5.08191515210682
"1150","LASSO",5,0,6.68853424290726,4.73935629897691,4.55624153686132,4.77877450038104,4.54241781555664
"1151","Stepwise",5,0,6.43113901872504,5.24301199202018,5.1788090219903,4.57274088140744,5.01608213344962
"1152","LASSO",5,0,6.50751929659794,4.90366514687854,4.7845217697983,4.36070495286374,4.79109457301821
"1153","Stepwise",5,0,5.99720031689193,5.36982697532855,5.03140695930001,4.86064901356654,4.77531633704319
"1154","LASSO",5,0,6.06873893210207,5.00366563064245,4.89766400384608,4.72865924899287,4.49794543515874
"1155","Stepwise",5,0,7.01022010475493,4.7968308780684,5.21462330457575,4.91336744098146,4.90996488415045
"1156","LASSO",5,0,6.5926618383829,4.42998016936369,4.72129021424174,4.61560580544112,4.40107341079158
"1157","Stepwise",5,0,7.11041376853213,4.90355057985009,4.83280708289956,5.09846018781582,5.01875885995021
"1158","LASSO",5,0,6.42328055852378,4.47655348903482,4.45407030015325,4.63330711916369,4.65842267522674
"1159","Stepwise",5,0,6.13262834703206,5.01825109112075,5.08450359487843,4.77207045468454,4.85644694096898
"1160","LASSO",5,0,6.19367372906322,4.46478700356219,4.72920105742515,4.74742843355077,4.49499524692063
"1161","Stepwise",5,0,6.77413879785567,4.74861820831331,5.21499746341996,5.01301524045985,4.98272288165381
"1162","LASSO",5,0,6.513673159701,4.4371691597056,4.98229826082256,4.64413447080729,4.42282357279873
"1163","Stepwise",5,0,6.77826863225994,5.05267216410865,5.54151061070558,5.02150572643327,4.77179821998725
"1164","LASSO",5,0,6.52937077681229,4.53197362777422,5.01303476260734,4.52728031876397,4.595562433584
"1165","Stepwise",5,0,6.27163930900204,4.89296911193304,5.3140971558966,5.08603648894205,5.38035270531222
"1166","LASSO",5,0,6.01118763340252,4.57680272666827,5.08108010062866,4.68332811420014,5.01357282545702
"1167","Stepwise",5,0,6.65210882615884,4.91385987448885,5.30338020848269,4.92296844369963,5.24069571554314
"1168","LASSO",5,0,6.3188196332339,4.75459066222656,4.96098867954953,4.873896278092,4.81429930243413
"1169","Stepwise",5,0,6.59667094131893,5.12521117301786,4.80844850276906,5.60139985171414,5.23979355558702
"1170","LASSO",5,0,5.68405051767394,4.57215323253873,4.61127356660226,5.19627516054643,4.54038897856596
"1171","Stepwise",5,0,5.74325722571245,5.04311709348289,4.98826925063052,4.83692032679948,5.51009394911016
"1172","LASSO",5,0,6.02153564610504,4.8236051506794,4.79608531478585,4.68905084770697,5.04888969879439
"1173","Stepwise",5,0,6.64475620328522,5.53293991747565,4.99897117770757,4.72003933793881,4.90283989160972
"1174","LASSO",5,0,6.40603135676059,5.39562017872132,4.77800682599534,4.49382260385382,4.71212048658447
"1175","Stepwise",5,0,6.33595710730674,4.84174703776206,4.74052739871313,5.28978852383434,4.78622904863438
"1176","LASSO",5,0,6.3307594350072,4.64731656268859,4.4643327891148,4.95815395808529,4.42524356768572
"1177","Stepwise",5,0,6.2800403487796,5.35836991990361,5.04937531403046,5.03885972968023,5.09449862718583
"1178","LASSO",5,0,6.29971084536014,4.90225365191155,4.65676134985579,4.82475962072244,4.84614412025069
"1179","Stepwise",5,0,6.15864255058971,4.9080069169224,5.3487095014601,4.81027146726206,4.82211328677926
"1180","LASSO",5,0,6.43370958407838,4.6403884045363,4.8285682610662,4.7262372610674,4.67104264280271
"1181","Stepwise",5,0,7.04556495084413,4.72408577349683,5.09216137872928,5.04067869170509,5.10885879147851
"1182","LASSO",5,0,6.57026140363661,4.59264877165084,4.61303026106996,4.6637179005032,5.00001033717145
"1183","Stepwise",5,0,6.47624003905019,5.23012419674988,5.00544757724147,5.33699068833222,4.79942420843683
"1184","LASSO",5,0,6.54706592162501,4.79683321068874,4.50971457416632,5.03798043967589,4.72133492733659
"1185","Stepwise",5,0,6.51353748854983,4.96213212329547,4.53388551175251,5.07725055163649,4.95343717780346
"1186","LASSO",5,0,6.18680253259282,4.59810301367504,4.3104952365886,4.55531854852491,4.59566245716391
"1187","Stepwise",5,0,6.95572634571432,5.63536383263249,5.02322390595597,4.79356922609827,5.24733210123255
"1188","LASSO",5,0,6.85264558351694,5.03529652872631,4.7736705848294,4.62055547334002,4.90519712958824
"1189","Stepwise",5,0,6.47203813270903,4.71979636970229,5.04215546478305,5.59161286940008,5.02210491824272
"1190","LASSO",5,0,6.50683506294316,4.6386252455991,4.70695078182281,5.39199474807591,4.91590421521185
"1191","Stepwise",5,0,6.94243497264885,4.79522982392066,4.90813696327837,4.89470571834492,5.02386641256683
"1192","LASSO",5,0,6.61189741268841,4.52749359332979,4.5256597950461,4.67263436746971,4.7958773440405
"1193","Stepwise",5,0,6.47765712223299,4.97584692874701,4.39747617003662,5.16353001989937,5.2093665666839
"1194","LASSO",5,0,6.19253558164685,4.85478458496073,4.21819868879166,5.01773794360463,4.87927963232328
"1195","Stepwise",5,0,6.09067852705628,5.0894926019657,4.81685881341431,5.00921051303003,5.08180938983917
"1196","LASSO",5,0,5.78736901783045,4.80144793843746,4.51393046679367,4.37812745381094,4.71750776676598
"1197","Stepwise",5,0,6.57038750373877,4.93698975233251,4.75177179592102,4.97144562140752,5.09378809692717
"1198","LASSO",5,0,6.29069681956731,4.75040152950871,4.58476850643076,4.70102915611264,4.69379699763862
"1199","Stepwise",5,0,6.45967782721416,4.96500973672526,4.51818447163452,4.38093384852976,4.76969788022607
"1200","LASSO",5,0,6.08417866347204,4.61408958293827,4.00503539961263,3.97078609072041,4.15436309017754
"1201","Stepwise",6,0,6.30080765682287,5.31088382595716,5.09819105055139,5.21634911149672,5.28238500027456
"1202","LASSO",6,0,6.32666073244477,4.77425628471318,4.76172895178609,4.56574962742428,4.79079598983223
"1203","Stepwise",6,0,6.89957455827215,4.98364052337937,4.86652806829643,4.98775844854675,4.99605562815955
"1204","LASSO",6,0,6.44825026324301,4.69423261033418,4.87166736184937,4.80331469814167,4.54990879786696
"1205","Stepwise",6,0,6.97335469127977,5.59857177870024,5.00423798540689,5.43401449633787,4.93409158801455
"1206","LASSO",6,0,6.55274094380833,5.034600176376,4.68657359141185,5.12347051464253,4.41747639810584
"1207","Stepwise",6,0,6.80249641319501,4.95413347881805,5.06816813390695,5.06715218268451,5.04163980549979
"1208","LASSO",6,0,6.7710663310022,5.10044369996974,4.72219141123324,4.66080901476129,4.61856381305154
"1209","Stepwise",6,0,5.97263906204619,5.32962338515062,5.4134827673287,5.08541460912935,4.92849769173122
"1210","LASSO",6,0,6.06177172343621,5.13849798837772,4.96151017568317,4.48170678784578,4.57713953196234
"1211","Stepwise",6,0,6.6526792315556,5.18032633707519,5.08673124474108,5.13229975118616,4.81790043984023
"1212","LASSO",6,0,6.07563311010835,4.81334033419436,4.98348581711745,4.86753593843207,4.37334748217727
"1213","Stepwise",6,0,6.98707282195698,4.48421725605682,4.7852419871414,4.87730954976984,5.30908757681989
"1214","LASSO",6,0,6.52328468539671,4.34368866880184,4.40851524399083,4.73741427417466,4.94604794086158
"1215","Stepwise",6,0,5.17700648023798,5.05157274723086,5.41810521669905,4.40009803591141,5.3665971934862
"1216","LASSO",6,0,6.36265507912535,4.79769195754815,4.83765171585609,4.36216747448107,4.8596370733484
"1217","Stepwise",6,0,6.43019409801441,4.88135585555397,5.31442606043921,5.03334029408059,4.82069024346256
"1218","LASSO",6,0,6.10607872109459,4.72456510279059,4.68748692074705,4.67046985380988,4.49595507700504
"1219","Stepwise",6,0,7.00190882295694,4.87830682800759,5.02979757899935,4.78453234264407,4.872334398338
"1220","LASSO",6,0,6.56113108236722,4.42044852985949,4.63519347135867,4.07339732665311,4.53300454459617
"1221","Stepwise",6,0,6.12403272381619,4.97950327132679,5.06320214002925,5.26917039613656,4.88852738336871
"1222","LASSO",6,0,6.13338005754087,4.67842544447788,4.55096259136945,4.89861487644771,4.65062935572938
"1223","Stepwise",6,0,6.84942933287044,5.21185569099177,4.76673640438028,4.86249097233256,4.91400214484325
"1224","LASSO",6,0,6.75052139318463,4.98106227413803,4.35750383199411,4.7884256557195,4.40879861272215
"1225","Stepwise",6,0,6.61454472072623,4.88074601018123,4.91402473980262,4.98293960088093,5.21996518761538
"1226","LASSO",6,0,6.61364485103117,4.66572616844316,4.46444046959848,4.609507567897,4.79310499113042
"1227","Stepwise",6,0,7.07071752523576,4.57707647285145,4.95444930474368,5.15219163771848,5.08636611067529
"1228","LASSO",6,0,6.59649377299704,4.09073408270853,4.52426338916433,4.87292012270422,4.68012278090464
"1229","Stepwise",6,0,6.90416651308026,4.89058194067154,4.88264589560216,4.75357986773659,5.11242419394523
"1230","LASSO",6,0,6.47564632440862,4.54690489526206,4.58579040109322,4.58844436699757,4.81921808331071
"1231","Stepwise",6,0,7.04693134432007,5.26611020981329,4.57496525725752,4.88822801777297,5.40210514235428
"1232","LASSO",6,0,6.53159419119446,4.90302266661565,4.18060327067915,4.51885571965288,5.05367477372257
"1233","Stepwise",6,0,6.9385979303449,5.10907184051882,4.38604995970748,4.70531434514688,5.26053371009177
"1234","LASSO",6,0,6.47307655388654,4.68790218901763,4.30004970267273,4.38538131493618,4.62133319776179
"1235","Stepwise",6,0,6.84925742020252,5.40113765266493,5.30545611967136,5.19303095618612,4.64867567507252
"1236","LASSO",6,0,6.41758325749304,4.80771216688125,4.95058826531173,4.49410325101713,4.41850328717651
"1237","Stepwise",6,0,6.4071078655584,4.95496682508437,4.99215168282396,4.66924703688414,5.15912084175318
"1238","LASSO",6,0,6.16165265793421,4.53054896231001,4.58180277664528,4.57427628091954,4.60064793505324
"1239","Stepwise",6,0,6.25113287653052,4.99100837577702,4.84598388410146,5.1418546653349,5.07162475403826
"1240","LASSO",6,0,5.98538346514805,4.65346988292634,4.41295122185309,4.72805319006903,4.81833486474968
"1241","Stepwise",6,0,6.9931165302657,5.02990619790903,5.13619554113554,5.01739746951483,5.48357886387731
"1242","LASSO",6,0,6.85093238533614,4.78539780838389,5.03022404180712,4.8195615745446,5.30492022560988
"1243","Stepwise",6,0,6.71385517032182,4.67574707419436,4.77269475327184,5.03355750656271,4.5240325902173
"1244","LASSO",6,0,6.517610061434,4.3644196424437,4.74828473455509,4.60648248425013,4.11558862339888
"1245","Stepwise",6,0,5.98342025656257,5.19122524266211,5.48975200038711,5.35836776429842,5.29211436387296
"1246","LASSO",6,0,6.22518821635916,4.77805648127589,5.07047145795054,5.03413713290311,4.809922033306
"1247","Stepwise",6,0,5.8671998476581,4.83525948360197,5.79330266581787,5.07659065223272,5.34650743969911
"1248","LASSO",6,0,5.64049420400253,4.6519691985432,4.6673884087567,4.43124787637672,4.79246360390473
"1249","Stepwise",6,0,7.25737136404607,5.08770691430139,5.33013158484494,4.37314596838533,5.18390596158316
"1250","LASSO",6,0,6.53250680349923,4.51738150957131,4.67765784347183,3.9148751819928,4.72692471400609
"1251","Stepwise",6,0,6.45779957767687,4.85379310304379,4.91988565382136,5.05184951124251,5.09365928158593
"1252","LASSO",6,0,6.25407222639024,4.67758867401665,4.44610987849939,4.74428110601746,4.72007491500742
"1253","Stepwise",6,0,6.62121004715708,4.88110767505948,4.56701390129316,4.47869371936997,5.4013220583946
"1254","LASSO",6,0,6.34440296554101,4.47522008177113,4.31776150540285,4.32050734797983,4.69683039052227
"1255","Stepwise",6,0,6.58166374471691,5.21580260860673,5.32014868568371,4.78373442926068,4.89097185250264
"1256","LASSO",6,0,6.59004396871405,4.68087816399126,4.70968492577435,4.15913279967343,4.72699857925595
"1257","Stepwise",6,0,6.3732590479246,4.94323941006197,5.28304191792739,4.84778081159567,5.15947242796244
"1258","LASSO",6,0,6.22790890238825,4.32367494518503,4.77405756356747,4.60864464933323,4.59815912626555
"1259","Stepwise",6,0,6.48466202214948,5.28839815238578,5.0239995422316,5.22246132781125,4.61966447185686
"1260","LASSO",6,0,6.31149711744218,5.00382232995055,4.7580445194351,4.79408858732147,4.42475130094607
"1261","Stepwise",6,0,6.37659095693677,4.88511834860858,4.82675635366192,4.69362773194055,5.09802365178536
"1262","LASSO",6,0,6.20704710894538,4.70764190766742,4.42073115282003,4.49803437844698,4.84498027829031
"1263","Stepwise",6,0,7.1305435047883,4.71995713288958,5.22686253269338,4.62912805327035,4.4047876682193
"1264","LASSO",6,0,6.65659014401858,4.42865440700245,4.89169265094815,4.56420492926019,4.34709739525355
"1265","Stepwise",6,0,6.53044608097793,4.95115750828591,5.45280944499803,5.12272046363421,4.90730011213901
"1266","LASSO",6,0,6.42268655785983,4.39377583559768,4.78875095414953,4.78332043816788,4.25794433162697
"1267","Stepwise",6,0,6.93565145503933,5.20638994263218,4.84027286257507,5.11173750736776,5.10098792387193
"1268","LASSO",6,0,6.62442558655299,4.69578390473118,4.68742873558934,4.71325110166351,4.7773554010821
"1269","Stepwise",6,0,6.32530881355836,5.02691001178802,5.12639268516189,5.16754126400401,4.84269186241657
"1270","LASSO",6,0,6.4380612438959,4.9351689046489,4.80661183502248,4.76112093214643,4.61045788378679
"1271","Stepwise",6,0,6.79857170118111,5.05358235473803,4.87493152022778,4.87535511831477,5.28384243912633
"1272","LASSO",6,0,6.38500043732133,4.33278773858545,4.46011466433817,4.49028084674081,4.95545825729957
"1273","Stepwise",6,0,6.59068688834366,5.23453721088459,5.15763059217478,5.43309417011248,4.82019738403668
"1274","LASSO",6,0,6.23895018077434,4.91228885687521,4.8711184649502,4.76013014399298,4.62417376698177
"1275","Stepwise",6,0,7.43660632328145,5.03712579402994,4.491289372588,5.07980730480614,4.8939848857228
"1276","LASSO",6,0,6.81984478514634,4.64759372111661,4.09527955308793,4.49520130471792,4.55592713429077
